# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0814278        0.00566623    
      3.50000           4.00000         0.0690240        0.00623455    
      4.00000           4.50000         0.0767310        0.00647715    
      4.50000           5.00000         0.0667281        0.00754707    
      5.00000           5.40000         0.0664320        0.00848504    
      5.40000           5.80000         0.0802465        0.00996781    
      5.80000           6.20000         0.0840321         0.0105114    
      6.20000           6.60000         0.0664058         0.0105660    
      6.60000           7.00000         0.0881067         0.0131835    
      7.00000           8.00000         0.0757616        0.00980255    
      8.00000           10.0000         0.0596087         0.0107987    
