# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.410259         0.0169281    
      3.50000           4.00000          0.340794         0.0178434    
      4.00000           4.50000          0.324350         0.0193044    
      4.50000           5.00000          0.280374         0.0215670    
      5.00000           5.40000          0.281136         0.0249383    
      5.40000           5.80000          0.295566         0.0265012    
      5.80000           6.20000          0.246477         0.0289668    
      6.20000           6.60000          0.165480         0.0259593    
      6.60000           7.00000          0.197447         0.0325214    
      7.00000           8.00000          0.197664         0.0275159    
      8.00000           10.0000          0.256164         0.0274288    
