# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0658127        0.00718082    
      3.50000           4.00000         0.0718085        0.00725980    
      4.00000           4.50000         0.0764778        0.00841731    
      4.50000           5.00000         0.0638678        0.00900319    
      5.00000           5.40000         0.0746311         0.0121104    
      5.40000           5.80000         0.0696465         0.0114248    
      5.80000           6.20000         0.0647713         0.0135380    
      6.20000           6.60000         0.0552991         0.0108928    
      6.60000           7.00000         0.0725820         0.0153169    
      7.00000           8.00000         0.0782300         0.0121224    
      8.00000           10.0000         0.0667676         0.0110558    
