# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.139101        0.00647163    
      3.50000           4.00000          0.139935        0.00815783    
      4.00000           4.50000          0.143161        0.00902002    
      4.50000           5.00000          0.158459        0.00959420    
      5.00000           5.40000          0.127897         0.0122705    
      5.40000           5.80000          0.123768         0.0134200    
      5.80000           6.20000          0.126532         0.0152533    
      6.20000           6.60000          0.116546         0.0141391    
      6.60000           7.00000          0.121217         0.0165482    
      7.00000           8.00000          0.106368         0.0135529    
      8.00000           10.0000          0.127286         0.0148350    
