# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.156571        0.00776447    
      3.50000           4.00000          0.144218        0.00840399    
      4.00000           4.50000          0.127811        0.00959641    
      4.50000           5.00000          0.138290         0.0112387    
      5.00000           5.40000          0.147692         0.0139002    
      5.40000           5.80000          0.163078         0.0145715    
      5.80000           6.20000          0.136903         0.0160905    
      6.20000           6.60000          0.151712         0.0165393    
      6.60000           7.00000          0.132268         0.0196086    
      7.00000           8.00000          0.128197         0.0159795    
      8.00000           10.0000          0.148622         0.0169238    
