# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0397151         0.0106974    
      3.50000           4.00000         0.0276426        0.00828357    
      4.00000           4.50000         0.0201228        0.00748342    
      4.50000           5.00000         0.0500496        0.00595787    
      5.00000           5.40000         0.0460524        0.00657328    
      5.40000           5.80000         0.0485840        0.00657913    
      5.80000           6.20000         0.0246916        0.00645991    
      6.20000           6.60000         0.0296738        0.00571343    
      6.60000           7.00000         0.0390567        0.00681516    
      7.00000           8.00000         0.0462563        0.00542421    
      8.00000           10.0000         0.0345520        0.00516984    
