# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.168621        0.00850380    
      3.50000           4.00000          0.151606        0.00922798    
      4.00000           4.50000          0.163641         0.0101579    
      4.50000           5.00000          0.167743         0.0118458    
      5.00000           5.40000          0.146713         0.0144746    
      5.40000           5.80000          0.113166         0.0167155    
      5.80000           6.20000          0.138445         0.0162886    
      6.20000           6.60000          0.124396         0.0186980    
      6.60000           7.00000          0.152022         0.0190139    
      7.00000           8.00000         0.0722583         0.0169890    
      8.00000           10.0000          0.129838         0.0171239    
