# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.165153        0.00682258    
      3.50000           4.00000          0.186500        0.00794369    
      4.00000           4.50000          0.177197        0.00878195    
      4.50000           5.00000          0.189528        0.00986530    
      5.00000           5.40000          0.207994         0.0123655    
      5.40000           5.80000          0.184391         0.0137878    
      5.80000           6.20000          0.164810         0.0155173    
      6.20000           6.60000          0.160885         0.0156741    
      6.60000           7.00000          0.154204         0.0180084    
      7.00000           8.00000          0.139528         0.0135692    
      8.00000           10.0000          0.139636         0.0171865    
