# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.265675         0.0303714    
      3.50000           4.00000          0.272504         0.0348587    
      4.00000           4.50000          0.273631         0.0306121    
      4.50000           5.00000          0.263981         0.0369135    
      5.00000           5.40000          0.185082         0.0446210    
      5.40000           5.80000          0.179124         0.0472298    
      5.80000           6.20000          0.189647         0.0448667    
      6.20000           6.60000          0.159713         0.0402694    
      6.60000           7.00000          0.176403         0.0595291    
      7.00000           8.00000          0.215644         0.0372968    
      8.00000           10.0000          0.205922         0.0552514    
