# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.113643        0.00394215    
      3.50000           4.00000          0.111065        0.00422467    
      4.00000           4.50000          0.110035        0.00453800    
      4.50000           5.00000          0.108364        0.00489968    
      5.00000           5.40000          0.107926        0.00578340    
      5.40000           5.80000          0.117266        0.00589365    
      5.80000           6.20000          0.104833        0.00642649    
      6.20000           6.60000         0.0915846        0.00629057    
      6.60000           7.00000         0.0950930        0.00748389    
      7.00000           8.00000          0.100738        0.00614344    
      8.00000           10.0000          0.112717        0.00591901    
