# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.360265        0.00567812    
      3.50000           4.00000          0.354598        0.00613831    
      4.00000           4.50000          0.338524        0.00689845    
      4.50000           5.00000          0.341899        0.00803230    
      5.00000           5.40000          0.326730        0.00955843    
      5.40000           5.80000          0.330131         0.0102169    
      5.80000           6.20000          0.327994         0.0107280    
      6.20000           6.60000          0.224967         0.0102005    
      6.60000           7.00000          0.286917         0.0119112    
      7.00000           8.00000          0.301186        0.00962045    
      8.00000           10.0000          0.288216         0.0101384    
