# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0322364         0.0121398    
      3.50000           4.00000         0.0725913         0.0104875    
      4.00000           4.50000         0.0906521         0.0100465    
      4.50000           5.00000         0.0987926        0.00802153    
      5.00000           5.40000         0.0902492        0.00827749    
      5.40000           5.80000         0.0851407        0.00849116    
      5.80000           6.20000          0.106502        0.00859921    
      6.20000           6.60000         0.0681580        0.00778048    
      6.60000           7.00000         0.0894303        0.00866824    
      7.00000           8.00000         0.0855633        0.00737719    
      8.00000           10.0000         0.0858522        0.00670230    
