# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.108623        0.00599759    
      3.50000           4.00000         0.0893196        0.00667014    
      4.00000           4.50000          0.114353        0.00731154    
      4.50000           5.00000         0.0913130        0.00829812    
      5.00000           5.40000          0.117070         0.0101857    
      5.40000           5.80000          0.120824         0.0112572    
      5.80000           6.20000         0.0751165         0.0107601    
      6.20000           6.60000         0.0784722         0.0115906    
      6.60000           7.00000         0.0788106         0.0131094    
      7.00000           8.00000         0.0996490        0.00989958    
      8.00000           10.0000         0.0909754         0.0120005    
