# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.312600        0.00443303    
      3.50000           4.00000          0.307534        0.00497686    
      4.00000           4.50000          0.287290        0.00545902    
      4.50000           5.00000          0.276567        0.00618558    
      5.00000           5.40000          0.263182        0.00733053    
      5.40000           5.80000          0.255603        0.00784833    
      5.80000           6.20000          0.243403        0.00878155    
      6.20000           6.60000          0.223331        0.00862525    
      6.60000           7.00000          0.245872         0.0101752    
      7.00000           8.00000          0.291174        0.00808945    
      8.00000           10.0000          0.261570        0.00906949    
