# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.224330        0.00683904    
      3.50000           4.00000          0.223444        0.00694381    
      4.00000           4.50000          0.196656        0.00769171    
      4.50000           5.00000          0.197729        0.00825990    
      5.00000           5.40000          0.176895         0.0100825    
      5.40000           5.80000          0.197667         0.0116972    
      5.80000           6.20000          0.156382         0.0109787    
      6.20000           6.60000          0.147577         0.0109011    
      6.60000           7.00000          0.117144         0.0149809    
      7.00000           8.00000          0.157149         0.0104557    
      8.00000           10.0000          0.184906         0.0106830    
