# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.250657         0.0164530    
      3.50000           4.00000          0.181433         0.0183913    
      4.00000           4.50000          0.195049         0.0203356    
      4.50000           5.00000          0.168365         0.0225885    
      5.00000           5.40000          0.115752         0.0315870    
      5.40000           5.80000          0.212169         0.0287705    
      5.80000           6.20000          0.167015         0.0301032    
      6.20000           6.60000          0.170200         0.0315090    
      6.60000           7.00000          0.117603         0.0469235    
      7.00000           8.00000          0.128906         0.0315131    
      8.00000           10.0000          0.144816         0.0376568    
