# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0968519        0.00706882    
      3.50000           4.00000         0.0912523        0.00834158    
      4.00000           4.50000         0.0939167        0.00877924    
      4.50000           5.00000          0.115445        0.00985520    
      5.00000           5.40000         0.0826951         0.0127942    
      5.40000           5.80000         0.0665192         0.0131091    
      5.80000           6.20000         0.0585917         0.0147108    
      6.20000           6.60000          0.108795         0.0129642    
      6.60000           7.00000         0.0677980         0.0164177    
      7.00000           8.00000         0.0627101         0.0129549    
      8.00000           10.0000         0.0633629         0.0139591    
