# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0757024        0.00300540    
      3.50000           4.00000         0.0777666        0.00331549    
      4.00000           4.50000         0.0810871        0.00355151    
      4.50000           5.00000         0.0672072        0.00396226    
      5.00000           5.40000         0.0747726        0.00489094    
      5.40000           5.80000         0.0698086        0.00475435    
      5.80000           6.20000         0.0680226        0.00482345    
      6.20000           6.60000         0.0497789        0.00535696    
      6.60000           7.00000         0.0642859        0.00627133    
      7.00000           8.00000         0.0733115        0.00474494    
      8.00000           10.0000         0.0735323        0.00462001    
