# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.146244        0.00562988    
      3.50000           4.00000          0.120274        0.00642610    
      4.00000           4.50000          0.108493        0.00710947    
      4.50000           5.00000          0.111248        0.00723248    
      5.00000           5.40000         0.0960683        0.00929947    
      5.40000           5.80000         0.0972082        0.00967405    
      5.80000           6.20000         0.0884376        0.00982911    
      6.20000           6.60000         0.0812970        0.00935761    
      6.60000           7.00000         0.0872894         0.0127105    
      7.00000           8.00000         0.0853193        0.00953035    
      8.00000           10.0000         0.0849331        0.00931131    
