# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0866005        0.00565310    
      3.50000           4.00000          0.101844        0.00635244    
      4.00000           4.50000         0.0867887        0.00733215    
      4.50000           5.00000         0.0733470        0.00831391    
      5.00000           5.40000         0.0754564        0.00912717    
      5.40000           5.80000         0.0711048         0.0100938    
      5.80000           6.20000         0.0784691         0.0106441    
      6.20000           6.60000         0.0503801         0.0111509    
      6.60000           7.00000         0.0653935         0.0129178    
      7.00000           8.00000         0.0665162        0.00985114    
      8.00000           10.0000         0.0798715         0.0110259    
