# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.204898        0.00654570    
      3.50000           4.00000          0.180232        0.00682071    
      4.00000           4.50000          0.184667        0.00732318    
      4.50000           5.00000          0.156094        0.00840499    
      5.00000           5.40000          0.157290        0.00972732    
      5.40000           5.80000          0.159238         0.0114107    
      5.80000           6.20000         0.0972901         0.0149144    
      6.20000           6.60000          0.108593         0.0146549    
      6.60000           7.00000          0.140444         0.0213158    
      7.00000           8.00000          0.155679         0.0118455    
      8.00000           10.0000          0.175784         0.0126805    
