# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.210925         0.0131887    
      3.50000           4.00000          0.217085         0.0130102    
      4.00000           4.50000          0.195596         0.0122834    
      4.50000           5.00000          0.165373         0.0112662    
      5.00000           5.40000          0.186610         0.0135118    
      5.40000           5.80000          0.146031         0.0131601    
      5.80000           6.20000          0.165768         0.0148241    
      6.20000           6.60000         0.0822877         0.0149363    
      6.60000           7.00000         0.0849852         0.0245425    
      7.00000           8.00000          0.140057         0.0160364    
      8.00000           10.0000          0.134993         0.0178078    
