# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.100684        0.00674811    
      3.50000           4.00000         0.0922415        0.00793343    
      4.00000           4.50000         0.0955694        0.00785045    
      4.50000           5.00000         0.0842396        0.00858479    
      5.00000           5.40000         0.0761451         0.0113159    
      5.40000           5.80000         0.0890736         0.0115243    
      5.80000           6.20000         0.0510975         0.0137560    
      6.20000           6.60000         0.0451031         0.0136978    
      6.60000           7.00000         0.0695984         0.0134738    
      7.00000           8.00000         0.0620698         0.0110370    
      8.00000           10.0000         0.0705126         0.0121787    
