# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.117900        0.00971158    
      3.50000           4.00000         0.0823107         0.0100261    
      4.00000           4.50000         0.0833090         0.0101078    
      4.50000           5.00000         0.0829109         0.0105750    
      5.00000           5.40000          0.109663         0.0111746    
      5.40000           5.80000         0.0943100         0.0130245    
      5.80000           6.20000         0.0863366         0.0129369    
      6.20000           6.60000         0.0369953         0.0133571    
      6.60000           7.00000         0.0611953         0.0166374    
      7.00000           8.00000         0.0496935         0.0140247    
      8.00000           10.0000         0.0529813         0.0143241    
