# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.203895        0.00921994    
      3.50000           4.00000          0.216965         0.0101900    
      4.00000           4.50000          0.200673         0.0121044    
      4.50000           5.00000          0.175923         0.0126769    
      5.00000           5.40000          0.182297         0.0150316    
      5.40000           5.80000          0.172466         0.0160372    
      5.80000           6.20000          0.163706         0.0170857    
      6.20000           6.60000          0.126338         0.0163029    
      6.60000           7.00000          0.151517         0.0210746    
      7.00000           8.00000          0.148834         0.0154809    
      8.00000           10.0000          0.144100         0.0181642    
