# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.277100        0.00670443    
      3.50000           4.00000          0.264681        0.00794571    
      4.00000           4.50000          0.259482        0.00834973    
      4.50000           5.00000          0.258232        0.00911372    
      5.00000           5.40000          0.254301         0.0107004    
      5.40000           5.80000          0.230963         0.0117779    
      5.80000           6.20000          0.213250         0.0128009    
      6.20000           6.60000          0.178062         0.0128253    
      6.60000           7.00000          0.208585         0.0145019    
      7.00000           8.00000          0.222878         0.0111118    
      8.00000           10.0000          0.240461         0.0118927    
