# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0371164        0.00366464    
      3.50000           4.00000         0.0384015        0.00403485    
      4.00000           4.50000         0.0332343        0.00508923    
      4.50000           5.00000         0.0415037        0.00520401    
      5.00000           5.40000         0.0408531        0.00678936    
      5.40000           5.80000         0.0267554        0.00903034    
      5.80000           6.20000         0.0350060        0.00895550    
      6.20000           6.60000         0.0293538         0.0103468    
      6.60000           7.00000         0.0311129         0.0122298    
      7.00000           8.00000         0.0327570        0.00816330    
      8.00000           10.0000         0.0384159        0.00820655    
