# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.116978        0.00966682    
      3.50000           4.00000          0.125652         0.0117125    
      4.00000           4.50000          0.116146         0.0115562    
      4.50000           5.00000          0.112335         0.0137351    
      5.00000           5.40000          0.116854         0.0182547    
      5.40000           5.80000          0.114974         0.0229290    
      5.80000           6.20000         0.0736699         0.0291339    
      6.20000           6.60000          0.115809         0.0253503    
      6.60000           7.00000          0.136023         0.0263791    
      7.00000           8.00000          0.120200         0.0215036    
      8.00000           10.0000          0.105140         0.0268226    
