# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.141588         0.0320449    
      3.50000           4.00000         0.0989754         0.0260156    
      4.00000           4.50000          0.138721         0.0198267    
      4.50000           5.00000          0.152994         0.0154524    
      5.00000           5.40000          0.111379         0.0212442    
      5.40000           5.80000          0.126527         0.0183768    
      5.80000           6.20000          0.150130         0.0165756    
      6.20000           6.60000         0.0865982         0.0206815    
      6.60000           7.00000          0.108316         0.0288054    
      7.00000           8.00000         0.0931692         0.0200734    
      8.00000           10.0000         0.0942579         0.0204372    
