# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.118209        0.00492956    
      3.50000           4.00000         0.0938748        0.00586275    
      4.00000           4.50000          0.109491        0.00635642    
      4.50000           5.00000         0.0893621        0.00782721    
      5.00000           5.40000          0.101228        0.00942315    
      5.40000           5.80000          0.103337         0.0102571    
      5.80000           6.20000         0.0750225         0.0138011    
      6.20000           6.60000         0.0900995         0.0123459    
      6.60000           7.00000         0.0755216         0.0171931    
      7.00000           8.00000         0.0916808         0.0111760    
      8.00000           10.0000          0.111717         0.0121458    
