# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.135483        0.00993453    
      3.50000           4.00000          0.112719         0.0114797    
      4.00000           4.50000         0.0979663         0.0118803    
      4.50000           5.00000         0.0645933         0.0138574    
      5.00000           5.40000          0.103718         0.0166905    
      5.40000           5.80000          0.111853         0.0174886    
      5.80000           6.20000         0.0900854         0.0184027    
      6.20000           6.60000         0.0957215         0.0171972    
      6.60000           7.00000         0.0724927         0.0247214    
      7.00000           8.00000         0.0325535         0.0188759    
      8.00000           10.0000         0.0968099         0.0163406    
