# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.124368        0.00560517    
      3.50000           4.00000          0.116103        0.00620758    
      4.00000           4.50000          0.118853        0.00690243    
      4.50000           5.00000          0.109445        0.00670043    
      5.00000           5.40000          0.127729        0.00922818    
      5.40000           5.80000          0.129702         0.0100009    
      5.80000           6.20000         0.0989254        0.00982435    
      6.20000           6.60000         0.0800711         0.0104437    
      6.60000           7.00000          0.100474         0.0136228    
      7.00000           8.00000          0.110196         0.0105554    
      8.00000           10.0000          0.101793         0.0107893    
