# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.298799        0.00697859    
      3.50000           4.00000          0.264833        0.00727340    
      4.00000           4.50000          0.262852        0.00831799    
      4.50000           5.00000          0.239704        0.00832037    
      5.00000           5.40000          0.245771         0.0102483    
      5.40000           5.80000          0.227166         0.0113535    
      5.80000           6.20000          0.221375         0.0118810    
      6.20000           6.60000          0.149417         0.0118995    
      6.60000           7.00000          0.184440         0.0138417    
      7.00000           8.00000          0.177381         0.0106842    
      8.00000           10.0000          0.181703         0.0111380    
