# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.157180        0.00629980    
      3.50000           4.00000          0.148857        0.00683516    
      4.00000           4.50000          0.156396        0.00745629    
      4.50000           5.00000          0.147772        0.00844723    
      5.00000           5.40000          0.145041         0.0107065    
      5.40000           5.80000          0.166006         0.0111417    
      5.80000           6.20000          0.137657         0.0113950    
      6.20000           6.60000          0.122379         0.0112525    
      6.60000           7.00000          0.118996         0.0136736    
      7.00000           8.00000          0.146711         0.0105920    
      8.00000           10.0000          0.140271         0.0116441    
