# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.189216        0.00782200    
      3.50000           4.00000          0.179051        0.00850163    
      4.00000           4.50000          0.159335         0.0101745    
      4.50000           5.00000          0.148582         0.0115019    
      5.00000           5.40000          0.162524         0.0143235    
      5.40000           5.80000          0.106499         0.0171481    
      5.80000           6.20000          0.156138         0.0151695    
      6.20000           6.60000          0.130166         0.0177292    
      6.60000           7.00000          0.164570         0.0202532    
      7.00000           8.00000          0.131963         0.0170088    
      8.00000           10.0000          0.136790         0.0182997    
