# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.119221        0.00671436    
      3.50000           4.00000          0.123925        0.00722040    
      4.00000           4.50000          0.112061        0.00792575    
      4.50000           5.00000          0.124106        0.00947085    
      5.00000           5.40000         0.0979597         0.0115319    
      5.40000           5.80000         0.0929318         0.0123548    
      5.80000           6.20000          0.100259         0.0122600    
      6.20000           6.60000         0.0928876         0.0134897    
      6.60000           7.00000          0.122523         0.0146455    
      7.00000           8.00000          0.108178         0.0111303    
      8.00000           10.0000          0.101368         0.0123435    
