# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0809924        0.00896981    
      3.50000           4.00000         0.0862968         0.0110143    
      4.00000           4.50000         0.0821536         0.0134659    
      4.50000           5.00000         0.0627323         0.0175146    
      5.00000           5.40000         0.0538155         0.0273533    
      5.40000           5.80000         0.0517481         0.0290166    
      5.80000           6.20000          0.108760         0.0204614    
      6.20000           6.60000         0.0323093         0.0435653    
      6.60000           7.00000         0.0873595         0.0309010    
      7.00000           8.00000         0.0650942         0.0253146    
      8.00000           10.0000          0.123253         0.0200466    
