# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.141256        0.00674841    
      3.50000           4.00000          0.139565        0.00815508    
      4.00000           4.50000          0.131078        0.00944954    
      4.50000           5.00000          0.141680        0.00900035    
      5.00000           5.40000          0.131456         0.0119733    
      5.40000           5.80000          0.164127         0.0131667    
      5.80000           6.20000          0.114615         0.0132313    
      6.20000           6.60000         0.0853016         0.0146207    
      6.60000           7.00000          0.124941         0.0154242    
      7.00000           8.00000          0.118053         0.0130598    
      8.00000           10.0000          0.113562         0.0136592    
