# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.128750        0.00700997    
      3.50000           4.00000          0.131097        0.00769755    
      4.00000           4.50000          0.132420        0.00853275    
      4.50000           5.00000          0.116354         0.0103318    
      5.00000           5.40000          0.119442         0.0140377    
      5.40000           5.80000          0.111702         0.0153004    
      5.80000           6.20000          0.120028         0.0152287    
      6.20000           6.60000          0.125390         0.0146313    
      6.60000           7.00000         0.0913932         0.0222603    
      7.00000           8.00000          0.125969         0.0135631    
      8.00000           10.0000         0.0989921         0.0171299    
