# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.182566        0.00837080    
      3.50000           4.00000          0.152926        0.00864254    
      4.00000           4.50000          0.150143        0.00929416    
      4.50000           5.00000          0.140392         0.0101185    
      5.00000           5.40000          0.151331         0.0119374    
      5.40000           5.80000          0.105281         0.0129883    
      5.80000           6.20000          0.117075         0.0143699    
      6.20000           6.60000          0.104437         0.0129337    
      6.60000           7.00000         0.0859599         0.0168028    
      7.00000           8.00000          0.128945         0.0128080    
      8.00000           10.0000          0.121289         0.0126493    
