# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.124541         0.0155400    
      3.50000           4.00000          0.131129         0.0165599    
      4.00000           4.50000          0.107084         0.0173858    
      4.50000           5.00000          0.136396         0.0174502    
      5.00000           5.40000          0.105935         0.0206423    
      5.40000           5.80000          0.112339         0.0244327    
      5.80000           6.20000          0.117305         0.0254103    
      6.20000           6.60000          0.118096         0.0261135    
      6.60000           7.00000         0.0261391         0.0432732    
      7.00000           8.00000         0.0570392         0.0249742    
      8.00000           10.0000          0.108403         0.0241770    
