# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0264653         0.0183644    
      3.50000           4.00000         0.0390897         0.0147179    
      4.00000           4.50000         0.0439804         0.0112929    
      4.50000           5.00000         0.0580949         0.0108093    
      5.00000           5.40000         0.0883004         0.0120202    
      5.40000           5.80000         0.0356968         0.0129598    
      5.80000           6.20000         0.0657894         0.0131228    
      6.20000           6.60000         0.0361226        0.00990665    
      6.60000           7.00000         0.0697421         0.0124881    
      7.00000           8.00000         0.0626138         0.0101282    
      8.00000           10.0000         0.0611657        0.00901729    
