# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.179568        0.00764075    
      3.50000           4.00000          0.158922        0.00901067    
      4.00000           4.50000          0.157807         0.0101200    
      4.50000           5.00000          0.184519         0.0113672    
      5.00000           5.40000          0.182563         0.0128986    
      5.40000           5.80000          0.184740         0.0144997    
      5.80000           6.20000          0.176281         0.0143470    
      6.20000           6.60000          0.148347         0.0139925    
      6.60000           7.00000          0.170758         0.0169337    
      7.00000           8.00000          0.198816         0.0124416    
      8.00000           10.0000          0.162667         0.0130805    
