# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.151083        0.00796022    
      3.50000           4.00000          0.131034        0.00943951    
      4.00000           4.50000          0.157180        0.00922981    
      4.50000           5.00000          0.131223         0.0105153    
      5.00000           5.40000          0.135174         0.0132031    
      5.40000           5.80000          0.153783         0.0155439    
      5.80000           6.20000          0.141307         0.0159861    
      6.20000           6.60000          0.114209         0.0168247    
      6.60000           7.00000         0.0829372         0.0185317    
      7.00000           8.00000          0.125899         0.0150364    
      8.00000           10.0000          0.153711         0.0169212    
