# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.778316         0.0106671    
      3.50000           4.00000          0.619004        0.00978059    
      4.00000           4.50000          0.533299        0.00909265    
      4.50000           5.00000          0.440509        0.00848566    
      5.00000           5.40000          0.379127         0.0102755    
      5.40000           5.80000          0.334558        0.00987892    
      5.80000           6.20000          0.318447         0.0105679    
      6.20000           6.60000          0.269399         0.0101068    
      6.60000           7.00000          0.261663         0.0145867    
      7.00000           8.00000          0.290295         0.0113687    
      8.00000           10.0000          0.300883         0.0120543    
