# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.250392        0.00501321    
      3.50000           4.00000          0.257390        0.00554741    
      4.00000           4.50000          0.254532        0.00625688    
      4.50000           5.00000          0.248289        0.00658161    
      5.00000           5.40000          0.240657        0.00797385    
      5.40000           5.80000          0.232636        0.00882164    
      5.80000           6.20000          0.232925        0.00934867    
      6.20000           6.60000          0.203036        0.00918575    
      6.60000           7.00000          0.198341         0.0111711    
      7.00000           8.00000          0.216144        0.00833075    
      8.00000           10.0000          0.228748        0.00938271    
