# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.191844         0.0113698    
      3.50000           4.00000          0.193434         0.0119435    
      4.00000           4.50000          0.163768         0.0135758    
      4.50000           5.00000          0.168444         0.0153240    
      5.00000           5.40000          0.178294         0.0168035    
      5.40000           5.80000          0.142840         0.0201832    
      5.80000           6.20000          0.193908         0.0213194    
      6.20000           6.60000         0.0931999         0.0259787    
      6.60000           7.00000          0.185651         0.0241765    
      7.00000           8.00000          0.159551         0.0211049    
      8.00000           10.0000          0.148412         0.0236663    
