# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000         0.0384466        0.00632355    
      3.50000           4.00000         0.0425807        0.00732295    
      4.00000           4.50000         0.0341688        0.00870650    
      4.50000           5.00000         0.0438692        0.00934420    
      5.00000           5.40000         0.0297566         0.0124345    
      5.40000           5.80000         0.0336853         0.0138427    
      5.80000           6.20000         0.0263433         0.0159718    
      6.20000           6.60000         0.0219550         0.0185939    
      6.60000           7.00000         0.0393139         0.0173187    
      7.00000           8.00000         0.0420275         0.0124471    
      8.00000           10.0000        0.00658708         0.0243692    
