# energy_low(keV)  energy_high(keV)  fractional_rms  fractional_rms_error
      3.00000           3.50000          0.325422         0.0110774    
      3.50000           4.00000          0.315749         0.0130819    
      4.00000           4.50000          0.286553         0.0147314    
      4.50000           5.00000          0.313502         0.0174682    
      5.00000           5.40000          0.266984         0.0183173    
      5.40000           5.80000          0.216650         0.0227686    
      5.80000           6.20000          0.293294         0.0211060    
      6.20000           6.60000          0.217681         0.0224239    
      6.60000           7.00000          0.183452         0.0270765    
      7.00000           8.00000          0.251775         0.0234759    
      8.00000           10.0000          0.198720         0.0253955    
